geneid,control_1,control_2,control_3,treated_1,treated_2,treated_3
100507156,8,13,21,9,1,11
100507163,0,0,0,0,0,0
100507170,0,0,0,0,0,0
100507171,17,14,26,43,15,50
100507173,57,38,59,49,36,39
100507175,0,0,0,0,0,0
100507178,75,66,86,31,4,27
100507194,0,0,0,0,0,0
100507195,0,0,0,0,0,0
100507201,0,0,0,0,0,0
100507203,0,1,0,0,0,0
100507205,0,0,0,0,0,0
100507206,1,2,1,3,2,0
100507217,1080,1059,1089,848,1128,915
100507218,10,11,9,6,13,21
100507221,0,0,0,0,0,0
100507236,0,0,0,0,0,0
100507240,0,0,1,0,1,3
100507244,0,2,1,0,1,0
100507246,1889,1936,1823,2460,2408,2588
100507250,8,9,19,8,9,8
100507254,0,0,0,0,0,0
100507257,0,0,0,0,0,0
100507266,27,30,39,37,32,37
100507267,0,0,0,0,0,0
100507274,0,0,0,0,0,0
100507283,10,18,9,10,4,12
100507290,1215,1334,1481,3460,3147,3035
100507291,74,112,69,93,85,98
100507297,230,265,251,200,159,295
100507299,15,24,10,18,6,20
100507300,7,8,20,2,8,5
100507303,101,129,157,178,309,213
100507308,28,17,21,1,3,3
100507316,145,127,160,277,280,208
100507321,326,337,379,92,37,143
100507331,4,7,10,1,0,4
100507334,0,0,0,0,0,0
100507341,1,0,1,0,0,1
100507346,5,3,3,0,1,1
100507347,0,2,1,1,1,3
100507351,0,0,0,0,0,0
100507362,0,0,0,0,0,0
100507373,76,63,66,22,12,47
100507377,3,1,1,2,1,0
100507381,0,0,0,0,0,0
100507384,0,0,0,0,0,0
100507387,0,0,0,0,0,0
100507388,0,0,0,0,0,0
100507389,0,0,0,0,1,0
100507391,6,6,5,1,9,9
100507392,0,0,0,0,0,0
100507398,47,46,70,27,21,31
100507399,0,0,0,0,0,0
100507401,8,3,4,4,9,7
100507404,3,7,2,3,18,11
100507406,0,0,0,0,0,1
100507410,20,13,19,2,0,3
100507412,0,0,0,0,0,0
100507419,108,115,118,143,111,172
100507420,70,72,81,64,95,88
100507421,4,5,1,0,2,0
100507423,19,25,18,6,2,12
100507424,27,17,23,10,1,5
100507428,0,0,0,0,0,0
100507431,0,0,0,0,0,0
100507433,7,4,7,1,0,0
100507435,0,0,0,0,0,0
100507436,0,0,1,3,0,0
100507437,10,17,27,38,10,40
100507443,0,0,0,0,0,0
100507458,155,203,168,116,100,104
100507459,235,229,300,237,206,297
100507462,16,11,14,3,5,3
100507463,0,0,0,0,0,0
100507466,4,5,11,6,4,5
100507468,0,0,0,0,0,0
100507470,0,0,0,0,0,0
100507472,15,8,7,5,5,11
100507475,5,5,5,28,46,21
100507477,0,0,0,0,0,0
100507487,20,20,13,10,3,10
100507489,8,3,11,13,17,4
100507495,270,231,266,154,95,179
100507500,98,82,98,18,0,20
100507501,37,45,49,66,64,62
100507506,6,5,8,2,12,3
100507507,0,0,0,0,0,0
100507524,0,1,4,0,0,0
100507527,0,0,0,0,0,0
100507528,0,0,0,0,0,0
100507530,19,28,10,27,25,16
100507533,0,0,0,0,0,0
100507534,1,0,0,0,0,0
100507537,0,0,0,0,0,0
100507540,67,49,52,83,65,90
100507547,0,0,0,0,0,0
100507557,26,27,27,34,16,22
100507564,17,26,28,20,28,29
100507567,39,36,58,84,79,76
100507577,131,91,88,20,15,23
100507582,17,16,17,14,6,11
100507584,0,0,0,0,0,0
100507588,90,88,101,246,422,245
100507589,16,13,9,2,1,1
100507600,0,0,0,0,0,0
100507602,132,118,132,265,283,203
100507605,0,0,0,0,0,0
100507607,116,118,109,32,13,43
100507608,0,0,0,0,0,0
100507629,0,0,0,0,0,0
100507632,0,0,0,0,0,0
100507633,1,4,0,0,5,1
100507634,11,28,22,42,30,48
100507639,0,0,0,1,0,0
100507642,1,0,0,0,0,0
100507650,22,10,10,12,7,19
100507651,0,0,0,0,0,0
100507661,0,0,0,0,0,0
100507674,3,5,3,0,3,0
100507679,0,0,0,0,0,0
100507747,4,10,9,9,0,11
100508046,0,0,0,0,0,0
100508120,69,69,77,103,66,78
100509620,6,10,22,3,1,7
100509894,0,1,3,0,0,0
10051,2392,2722,2993,838,888,810
100510707,0,0,0,0,0,0
10052,197,255,249,174,91,131
100526648,10,10,6,0,1,2
100526664,0,0,0,0,0,0
100526693,0,0,0,0,0,0
100526694,0,0,0,0,1,0
100526737,0,0,0,0,0,0
100526739,0,0,0,0,0,0
100526740,0,0,0,0,0,0
100526760,0,0,0,0,0,0
100526761,0,0,0,0,0,0
100526767,2,4,4,5,5,1
100526771,0,0,0,0,0,0
100526772,0,0,0,0,0,0
100526773,0,2,0,0,0,0
100526783,0,0,0,0,0,0
100526794,0,0,0,0,0,0
100526820,0,0,0,0,0,0
100526825,0,0,0,0,0,0
100526830,10,2,8,3,7,10
100526831,0,0,0,0,0,0
100526832,1,0,1,0,0,0
100526833,5,1,2,3,2,0
100526835,0,0,0,0,0,0
100526836,0,0,0,0,0,0
100526837,0,0,0,0,0,0
100526842,0,0,0,0,0,0
100527943,0,0,0,0,0,0
100527949,0,0,0,0,0,0
100527950,4,2,1,0,0,1
100527960,0,0,0,0,0,1
100527963,0,0,0,0,0,0
100527964,177,159,185,37,15,43
100527978,30,19,20,4,6,3
100528007,0,0,0,0,0,0
100528016,0,0,0,0,0,0
100528017,1,0,1,1,1,3
100528018,0,0,0,1,1,0
100528019,0,0,0,0,0,0
100528021,0,0,0,0,0,0
100528022,0,0,0,0,0,0
100528030,0,0,0,0,0,0
100528031,0,0,0,0,0,1
100528032,2,0,0,0,0,0
100528062,12,16,9,10,11,15
100528064,0,0,0,0,0,0
100529063,2,8,5,4,9,6
100529067,0,0,0,0,0,0
100529097,0,0,0,0,0,0
100529144,0,0,0,0,0,0
100529145,2,5,0,4,3,8
100529207,0,0,0,0,0,0
100529209,0,1,0,0,1,0
100529211,2,1,1,10,0,5
100529215,1,7,6,2,1,0
100529239,0,0,0,0,2,0
100529240,0,0,0,0,0,0
100529241,0,0,0,0,0,0
100529251,0,0,0,0,0,0
100529257,1,0,1,0,3,0
100529261,0,0,0,0,0,2
100529262,0,0,0,0,0,0
100529264,0,0,0,0,0,0
100529855,0,0,0,0,0,0
10053,2034,2381,2407,4662,5585,4610
100532724,62,67,80,9,3,5
100532726,0,0,0,0,0,0
100532731,0,0,0,0,0,0
100532732,0,0,0,0,0,0
100532735,0,0,0,0,0,0
100532736,0,0,0,0,0,0
100532737,0,0,0,0,0,0
100532742,1,5,2,2,0,1
100532746,0,0,0,0,0,0
100533105,0,0,1,0,0,0
100533106,12,14,11,17,12,24
100533107,0,0,0,0,0,0
100533111,0,0,0,0,0,0
100533177,0,0,0,0,0,0
100533178,0,0,0,0,0,0
100533179,2,0,0,1,0,1
100533181,0,0,0,0,0,0
100533182,12,14,8,10,3,2
100533183,0,1,0,0,0,1
100533184,0,0,0,0,0,0
100533195,2,0,0,3,0,0
100533464,0,0,2,0,1,0
100533467,0,0,0,0,0,0
100533483,0,0,0,0,0,0
100533496,0,0,0,0,0,0
100533789,0,0,0,0,0,0
100533952,0,0,0,0,0,3
100533955,3,4,4,0,0,4
100533970,35,28,29,42,49,34
100533975,0,0,0,0,0,0
100533990,0,0,0,0,0,0
100533997,0,1,2,0,0,0
100534012,0,0,0,0,0,0
100534589,0,0,0,0,0,0
100534592,0,0,0,0,0,0
100534593,11,8,19,5,0,6
100534595,0,0,0,0,0,0
100534599,0,0,0,1,1,0
100534611,1,0,0,0,0,1
100534612,2,3,1,1,0,1
10054,2039,2058,2303,1431,1230,1206
10055,2074,2195,2599,2789,3133,2781
100551499,0,0,0,0,0,0
10056,1338,1489,1558,1781,1722,1704
10057,3511,3761,4086,3476,2153,3373
10058,546,661,712,794,705,724
10059,2847,2941,3154,1405,1160,1335
1006,0,0,0,0,0,0
10060,0,1,0,0,0,0
10061,1451,1658,1666,1973,1828,2028
100616109,0,0,0,0,0,0
100616110,0,0,0,0,0,0
100616111,0,0,0,0,0,0
100616112,0,0,0,0,0,0
100616113,0,0,0,0,0,0
100616114,0,0,0,0,0,0
100616115,5,3,0,0,0,0
100616116,0,0,0,0,0,0
100616117,7,16,23,8,7,7
100616118,0,0,1,0,0,0
100616119,0,0,0,0,0,0
100616120,0,0,0,0,0,0
100616121,0,0,0,0,0,0
100616122,0,0,0,0,0,0
100616123,0,0,0,0,0,0
100616124,0,0,0,0,0,0
100616125,0,0,0,0,0,0
100616126,0,0,0,0,0,0
100616127,0,0,0,0,0,0
100616128,0,0,0,0,0,0
100616129,0,0,0,0,0,0
100616130,0,0,0,0,0,0
100616131,0,0,0,0,0,0
100616132,0,0,4,0,0,0
100616133,0,0,0,0,0,0
100616134,0,0,0,0,0,0
100616135,0,0,0,0,0,0
100616136,0,0,0,0,0,0
100616137,0,0,0,0,0,0
100616138,0,0,0,0,0,0
100616139,0,0,0,0,0,0
100616140,0,0,0,0,0,0
100616141,0,0,0,0,0,0
100616142,0,0,0,0,0,0
100616143,0,0,0,0,0,0
100616144,0,0,0,0,0,0
100616145,0,0,0,0,0,0
100616146,1,0,1,0,0,0
100616147,0,0,0,0,0,0
100616148,0,0,0,0,0,0
100616149,1,2,0,0,0,0
100616150,6,1,8,7,2,1
100616151,0,0,0,0,0,0
100616152,1,0,0,0,0,0
100616153,0,0,0,0,0,0
100616154,0,0,0,0,0,0
100616155,0,0,0,0,0,0
100616156,0,0,0,0,0,0
100616157,0,0,0,0,0,0
100616158,2,2,0,0,0,0
100616159,0,0,0,0,0,0
100616160,0,0,0,0,0,0
100616161,0,0,3,0,0,0
100616162,0,0,0,0,0,0
100616163,0,0,0,0,0,0
100616164,0,0,0,0,0,0
100616165,0,0,0,0,0,0
100616166,0,0,0,0,0,0
100616167,0,0,0,0,0,0
100616168,1,0,2,0,0,1
100616169,0,1,0,0,0,0
100616170,0,0,0,0,0,0
100616171,0,0,0,0,0,0
100616172,0,0,0,0,0,0
100616173,0,0,0,0,0,0
100616174,0,0,0,0,0,0
100616175,0,0,0,0,0,0
100616176,0,0,0,0,0,0
100616177,0,0,1,0,0,0
100616178,0,0,0,0,0,1
100616179,0,0,1,0,0,0
100616180,0,0,0,0,0,0
100616181,0,0,0,1,0,0
100616182,0,0,0,0,0,0
100616183,1,0,2,2,0,1
100616184,0,1,0,0,0,0
100616185,0,0,0,0,0,0
100616186,0,0,0,0,0,0
100616187,1,2,1,0,0,1
100616188,0,0,0,0,0,0
100616189,0,0,0,0,0,0
100616190,0,0,0,0,0,0
100616191,0,0,0,0,0,0
100616192,0,0,0,0,0,0
100616193,0,0,0,0,0,0
100616194,3,2,0,0,2,3
100616195,2,0,4,0,0,0
100616196,0,0,0,0,0,0
100616201,0,0,0,0,0,0
100616202,0,0,0,0,0,0
100616203,0,0,0,0,0,0
100616204,0,0,0,0,0,0
100616205,0,0,0,0,0,0
100616206,1,0,0,0,0,0
100616207,0,0,0,0,0,0
100616208,0,0,0,0,0,0
100616209,17,18,17,1,1,3
100616210,3,5,2,9,3,3
100616211,0,0,0,0,0,0
100616212,0,0,0,0,0,0
100616213,0,0,0,0,0,0
100616214,0,0,0,0,0,0
100616215,0,0,0,0,0,0
100616216,0,0,0,0,0,0
100616217,0,0,0,0,0,2
100616218,0,0,0,0,0,0
100616219,0,0,0,0,0,0
100616220,0,0,0,0,0,0
100616221,0,0,0,0,0,0
100616222,0,0,0,0,0,0
100616223,0,0,0,0,0,0
100616224,0,0,0,0,0,0
100616225,0,0,0,0,0,0
100616226,0,0,0,0,0,0
100616227,0,1,1,2,0,0
100616228,0,0,0,0,0,0
100616229,0,0,0,0,0,0
100616230,0,0,0,0,0,0
100616231,0,1,2,4,2,1
100616232,0,0,0,0,0,0
100616233,0,0,0,0,0,0
100616234,0,1,0,0,0,0
100616235,0,0,0,0,0,0
100616236,0,0,0,0,0,0
100616237,0,0,0,0,0,0
100616238,0,0,0,0,0,0
100616239,0,0,0,0,0,0
100616240,0,0,0,0,0,0
100616241,0,0,0,0,0,0
100616242,0,0,0,0,0,0
100616243,0,0,0,0,0,0
100616244,0,0,0,0,0,0
100616245,0,0,0,0,0,0
100616246,0,0,0,0,0,0
100616247,0,0,4,0,0,0
100616248,0,0,0,0,0,0
100616249,0,0,0,0,0,0
100616250,2,0,0,8,5,4
100616251,0,0,0,0,0,0
100616252,0,0,0,0,0,0
100616253,0,0,0,0,0,0
100616254,0,0,0,0,0,0
100616255,0,0,0,0,0,0
100616256,0,0,0,0,0,0
100616257,0,0,0,0,0,0
100616258,2,0,0,0,0,0
100616259,3,0,1,0,0,0
100616260,0,0,0,0,0,0
100616261,0,0,0,0,0,0
100616262,7,0,1,0,0,4
100616263,0,0,0,0,0,0
100616264,0,0,0,0,0,0
100616265,0,0,0,0,0,0
100616266,0,0,0,0,0,0
100616267,0,0,0,0,0,0
100616268,2,0,0,0,0,0
100616269,0,1,2,0,0,2
100616270,4,0,1,1,0,6
100616271,0,0,0,0,0,0
100616272,0,0,0,0,0,0
100616273,0,0,0,0,0,0
100616274,1,0,0,0,0,0
100616275,0,0,0,0,0,0
100616276,0,0,0,0,0,0
100616277,0,0,0,0,0,0
100616278,0,0,0,0,0,0
100616279,0,0,0,0,0,0
100616280,0,0,0,0,0,0
100616281,0,0,0,0,0,0
100616282,0,0,0,0,0,0
100616283,0,1,2,0,0,1
100616284,0,0,1,0,0,2
100616285,0,0,0,1,1,1
100616286,0,0,0,0,0,0
100616287,0,0,0,0,0,0
100616288,0,0,0,0,0,0
100616289,0,0,0,0,0,0
100616290,0,0,0,0,0,0
100616291,0,0,0,0,0,0
100616292,0,0,0,0,0,0
100616293,0,0,0,0,0,0
100616294,2,0,0,5,2,2
100616295,0,0,0,0,0,0
100616296,0,0,0,0,0,0
100616297,0,0,0,0,0,0
100616298,0,0,0,0,0,0
100616299,0,0,0,0,0,0
100616300,0,0,0,0,0,0
100616301,0,0,0,2,0,0
100616302,0,0,0,0,0,0
100616303,0,0,0,0,0,0
100616304,0,0,0,0,0,0
100616305,0,0,0,0,0,0
100616306,1,0,0,0,1,0
100616307,0,0,0,0,0,0
100616308,0,0,0,0,0,0
100616309,0,0,0,0,0,0
100616310,0,0,0,0,0,0
100616311,0,0,0,1,0,0
100616312,0,0,0,0,0,0
100616313,0,0,0,0,0,0
100616314,0,3,1,0,1,1
100616315,0,0,0,0,0,0
100616316,0,0,0,0,0,0
100616317,0,0,0,0,0,0
100616318,0,0,0,0,0,0
100616319,0,0,0,0,0,0
100616320,0,0,0,0,0,0
100616321,0,0,1,2,0,0
100616322,0,0,0,0,0,0
100616323,3,2,3,0,0,1
100616324,0,0,0,0,0,0
100616325,0,0,0,0,0,0
100616326,0,0,0,0,0,0
100616327,0,0,0,0,0,0
100616328,0,0,0,0,0,0
100616329,0,0,0,0,0,0
100616330,0,0,0,0,0,0
100616331,0,0,0,0,0,0
100616332,0,0,0,0,0,0
100616333,0,0,0,0,0,0
100616334,0,0,0,0,0,0
100616335,0,0,0,0,0,0
100616336,0,0,0,0,0,0
100616337,0,0,0,0,0,0
100616338,0,0,0,0,0,0
100616339,0,0,0,0,0,0
100616340,0,0,0,0,0,0
100616341,0,2,0,0,0,0
100616342,0,0,1,0,0,0
100616343,0,0,0,0,0,0
100616344,0,0,0,0,0,0
100616345,41,46,41,127,228,140
100616346,0,0,0,0,0,0
100616347,0,0,0,0,0,0
100616348,0,0,0,0,0,0
100616349,0,0,0,0,0,0
100616350,0,0,0,0,0,0
100616351,0,0,0,0,0,0
100616352,0,0,0,0,0,0
100616353,0,0,0,0,0,0
100616354,0,0,0,0,0,0
100616355,0,0,0,0,0,0
100616356,0,0,0,0,0,0
100616357,0,0,0,0,0,0
100616358,0,0,0,0,0,0
100616359,1,0,3,1,0,0
100616360,0,0,1,0,0,0
100616361,0,0,0,0,0,0
100616362,0,0,0,0,0,0
100616363,0,0,0,0,0,0
100616364,0,0,0,0,0,0
100616365,0,0,0,0,0,0
100616366,0,0,0,0,0,0
100616367,2,0,2,2,1,1
100616368,0,0,0,0,0,0
100616369,0,0,0,0,0,0
100616370,0,0,0,0,0,0
100616371,1,1,2,0,0,4
100616372,0,0,0,0,0,0
100616373,0,0,0,0,0,0
100616374,0,0,0,0,0,0
100616375,0,0,0,0,0,0
100616376,0,0,0,0,0,0
100616377,0,0,0,0,0,0
100616378,3,1,2,0,0,4
100616379,0,0,0,0,0,0
100616380,0,0,0,0,0,0
100616381,0,0,0,0,0,0
100616382,0,0,0,0,0,0
100616383,0,0,0,0,0,0
100616384,0,0,0,0,0,0
100616385,0,0,0,0,0,0
100616386,0,0,0,0,0,0
100616387,62,80,76,29,3,31
100616388,0,0,0,0,0,0
100616389,0,0,0,0,0,0
100616390,0,1,5,0,0,0
100616391,0,0,0,0,0,0
100616392,0,0,0,0,0,0
100616393,0,0,0,0,0,0
100616394,0,0,0,0,0,0
100616395,0,0,0,0,0,0
100616396,4,3,4,0,0,3
100616397,0,0,0,0,0,0
100616398,0,0,0,0,0,0
100616399,0,0,0,0,0,0
100616400,0,0,0,0,0,0
100616401,2,5,3,4,1,0
100616402,0,0,0,0,0,0
100616403,27,23,30,6,4,4
100616404,0,0,0,0,0,0
100616405,0,0,0,0,0,0
100616406,0,0,0,0,0,0
100616407,0,0,0,0,0,0
100616408,132,158,168,60,16,65
100616409,0,0,0,0,0,0
100616410,0,0,2,0,0,0
100616413,0,0,0,0,0,0
100616414,0,0,0,0,0,0
100616415,0,0,0,0,0,0
100616416,0,0,0,0,0,0
100616417,5,2,3,0,0,3
100616418,0,0,0,0,0,0
100616419,0,0,0,0,0,0
100616420,1,0,0,0,0,0
100616421,0,1,0,0,0,0
100616422,0,0,0,0,0,0
100616423,0,0,0,0,0,0
100616424,0,0,0,0,0,0
100616425,0,1,1,0,0,0
100616426,0,0,0,0,0,0
100616427,0,0,0,0,0,0
100616428,0,0,0,0,0,0
100616429,0,0,0,0,0,0
100616430,0,0,0,0,0,0
100616431,0,0,0,0,0,0
100616432,0,0,0,0,0,0
100616433,0,0,0,0,0,0
100616434,0,0,0,0,0,0
100616435,0,0,0,0,0,0
100616436,0,0,4,0,0,0
100616437,0,0,0,0,0,0
100616438,0,0,0,0,0,0
100616439,0,0,0,0,0,0
100616440,0,0,0,0,0,0
100616441,0,0,0,0,0,0
100616447,0,0,0,0,0,0
100616448,0,0,0,0,0,1
100616449,0,0,1,0,0,0
100616450,0,0,0,0,0,0
100616451,0,0,0,0,0,0
100616452,0,0,0,0,0,0
100616453,0,0,0,0,0,0
100616454,0,0,0,0,0,0
100616455,0,0,0,0,0,0
100616456,0,0,0,0,0,0
100616457,0,0,0,0,0,0
100616458,0,0,0,0,0,0
100616459,0,0,0,0,0,0
100616460,0,0,0,0,0,0
100616463,0,0,0,0,0,0
100616464,0,0,0,0,0,0
100616465,0,0,0,0,0,0
100616466,0,0,0,0,0,0
100616467,0,0,0,0,0,0
100616468,1,0,1,0,0,0
100616469,0,0,0,0,0,0
100616470,0,0,0,0,0,0
100616471,0,0,0,0,0,0
100616472,0,0,0,0,0,0
100616473,0,0,0,0,0,0
100616474,0,0,0,0,0,0
100616475,0,0,0,0,0,0
100616476,0,0,0,0,0,0
100616477,0,0,0,0,0,0
100616478,0,0,0,0,0,0
100616479,0,3,0,0,0,0
100616480,2,0,2,2,0,2
100616481,0,0,0,0,0,0
100616482,0,2,0,0,0,0
100616483,0,0,0,0,0,0
100616484,0,0,2,2,0,0
100616485,0,0,0,0,0,0
100616486,0,1,1,0,0,0
100616487,10,6,14,3,3,7
100616488,0,0,0,0,0,0
100616489,0,0,0,0,0,0
100616490,0,0,1,1,0,0
100616491,0,0,0,0,0,0
100616492,0,0,0,0,0,0
100616493,0,0,0,0,0,0
100616494,0,0,0,1,0,0
100616495,0,0,0,0,0,0
100616498,0,0,0,0,0,0
100616499,0,0,0,1,0,0
100616500,0,0,0,0,0,0
100616530,0,3,3,8,1,1
100616668,62,57,66,44,40,41
10062,785,860,913,509,562,549
100628307,0,0,0,0,0,0
100628315,0,0,0,0,0,0
100628560,0,0,0,0,0,0
10063,351,431,530,576,720,486
100630918,24,31,40,59,56,68
100630923,1,0,0,0,0,0
100631378,0,0,0,0,0,0
100631383,0,0,0,0,0,0
100652730,41,46,58,56,66,45
100652736,20,17,15,14,18,29
100652739,0,0,0,0,0,0
100652740,3,3,4,5,3,1
100652748,243,263,303,236,125,242
100652749,0,0,0,0,0,0
100652758,56,49,64,124,121,132
100652759,0,0,0,0,0,0
100652768,16,26,19,14,4,8
100652770,7,7,5,4,0,9
100652772,216,206,243,233,145,199
100652777,5,9,4,17,28,11
100652781,0,1,4,0,0,2
100652791,0,0,0,0,0,0
100652807,0,0,0,0,0,0
100652824,1,6,1,0,0,0
100652833,0,0,1,0,0,0
100652846,0,0,0,0,0,0
100652853,9,12,16,47,64,27
100652856,0,0,0,0,0,0
100652857,0,0,0,0,0,0
100652865,3,4,12,2,3,2
100652871,0,0,0,0,0,0
100652883,64,50,69,54,43,33
100652901,13,23,19,5,0,19
100652909,0,0,0,0,0,0
100652929,17,4,13,9,6,18
100652931,0,0,0,0,0,0
100652988,0,0,1,0,0,0
100652997,0,0,2,0,0,0
100652999,0,2,5,0,0,0
100653133,0,0,0,0,0,0
100653233,0,0,0,0,0,0
100653515,3,0,3,1,0,1
10066,1000,1157,1204,1619,1623,1612
10067,1,0,0,0,0,0
10068,340,362,389,163,79,171
100689074,0,0,0,0,0,0
10069,354,411,425,455,426,403
1007,0,0,0,0,0,0
10071,3,4,5,5,5,10
10072,1529,1618,1879,2149,2285,2555
10073,301,435,454,403,496,433
10075,6206,7251,7987,8048,3785,7050
100750225,0,2,2,0,1,0
100750246,2,1,0,1,1,7
100750247,3,7,13,1,0,1
100750325,3,0,0,2,0,3
100750326,3,2,8,0,0,0
10076,525,625,664,1283,945,1048
10077,10,8,3,26,10,22
100775104,3,6,8,9,6,5
100775107,149,167,146,30,0,32
10078,223,228,268,583,744,595
10079,2450,2698,2824,3538,1851,3286
1008,0,0,0,0,0,0
10081,379,375,396,610,570,534
10082,0,0,0,0,0,0
100820709,0,0,0,0,1,0
100820829,31,29,31,53,73,43
10083,0,1,0,1,0,0
10084,358,399,397,600,847,704
100846978,0,1,0,0,0,0
100846991,0,0,0,0,0,0
100846992,0,0,0,0,0,0
100846993,0,0,0,0,0,0
100846994,0,0,0,0,0,0
100846995,0,0,0,0,0,0
100846996,0,0,0,0,0,0
100846997,0,0,0,0,0,0
100846998,0,0,0,0,0,0
100846999,9,6,8,5,1,1
100847000,0,0,0,0,0,0
100847001,0,0,0,0,0,0
100847002,0,0,0,0,0,0
100847003,0,1,0,0,0,0
100847004,0,1,0,0,0,0
100847005,0,0,0,0,0,0
100847006,0,0,0,0,0,0
100847007,0,0,0,0,0,0
100847008,0,0,0,0,0,0
100847009,0,0,0,0,0,0
100847010,4,9,13,6,0,3
100847012,0,0,0,0,0,0
100847013,3,8,3,0,0,0
100847014,0,0,0,0,0,0
100847015,0,0,0,0,0,0
100847016,0,4,0,0,0,0
100847017,3,0,1,0,0,0
100847018,0,0,0,0,0,0
100847019,0,0,0,0,0,0
100847020,0,0,0,0,0,0
100847021,0,0,0,0,0,0
100847022,0,1,0,0,0,0
100847023,0,0,0,0,0,0
100847024,0,0,0,0,0,0
100847025,0,0,0,0,0,0
100847026,0,0,0,0,0,0
100847027,0,0,0,0,0,0
100847028,3,7,10,0,0,4
100847029,0,0,1,0,0,0
100847030,1,0,0,0,0,0
100847031,0,0,0,0,0,0
100847032,0,0,0,0,0,0
100847033,0,0,1,0,0,0
100847034,0,0,0,0,0,0
100847035,24,23,8,3,1,3
100847036,0,0,0,0,0,0
100847037,0,0,0,0,0,0
100847038,0,0,0,0,0,0
100847039,0,0,0,0,0,0
100847040,0,0,0,0,0,0
100847041,0,0,2,0,0,0
100847042,0,0,0,0,0,0
100847043,0,0,0,0,0,0
100847044,0,1,0,0,0,1
100847045,0,0,0,0,0,0
100847046,1,1,0,0,0,3
100847047,0,0,0,0,0,0
100847048,0,0,0,0,0,0
100847049,0,1,1,0,0,0
100847050,0,0,0,0,0,0
100847051,0,1,3,0,0,0
100847052,0,0,0,0,0,0
100847053,0,0,0,0,0,0
100847054,0,0,0,0,0,0
100847055,0,1,0,0,0,0
100847056,0,0,0,0,0,0
100847057,0,0,1,0,0,0
100847058,0,0,0,0,0,0
100847059,2,0,2,0,0,1
100847060,0,0,0,0,0,0
100847061,0,0,0,0,0,0
100847062,0,0,0,0,0,0
100847063,0,0,0,0,0,0
100847064,0,0,0,0,0,0
100847065,0,0,0,0,0,0
100847066,0,0,0,0,0,0
100847067,0,0,0,0,0,0
100847068,0,0,0,0,0,0
100847069,1,0,0,0,0,0
100847070,0,0,1,1,0,0
100847071,0,0,0,0,0,0
100847072,3,0,2,3,0,0
100847073,1,0,0,0,0,0
100847074,0,0,0,0,0,0
100847075,1,0,0,0,0,0
100847076,0,0,0,0,0,0
100847077,0,0,0,0,0,0
100847078,0,1,1,0,0,0
100847079,0,0,0,0,0,0
100847080,0,0,0,0,0,0
100847081,0,0,1,0,0,0
100847082,0,0,0,0,0,0
100847083,0,0,0,0,0,0
100847084,0,0,0,0,0,0
100847085,0,0,0,0,0,0
100847086,0,0,0,0,0,0
100847087,1,1,1,2,0,0
100847088,0,0,0,0,0,0
100847089,0,0,0,0,0,0
100847090,0,0,0,0,0,0
100847091,0,0,0,0,0,0
100847092,0,0,0,0,0,0
100847093,0,0,0,0,0,0
10085,6,6,3,55,23,52
100852406,0,0,0,0,0,0
100852408,0,0,0,0,0,0
100852409,0,0,0,0,0,0
100852410,2,4,3,1,4,2
100856811,0,0,0,0,0,0
100859921,2,2,6,0,0,0
100859930,335,302,397,541,544,450
10086,0,0,0,0,0,0
100861402,0,0,0,0,0,0
100861412,0,0,0,0,0,0
100861437,0,0,0,0,0,0
100861468,0,0,0,0,0,0
100861504,0,0,0,0,0,0
100861510,1,1,0,2,0,4
100861514,0,0,0,0,0,0
100861516,0,0,0,0,0,0
100861518,0,0,0,0,0,0
100861519,1,0,6,0,0,0
100861520,0,0,0,0,0,0
100861522,0,0,0,0,0,0
100861523,0,0,1,0,0,1
100861532,0,0,0,0,0,0
100861540,0,0,2,0,0,0
100861541,9,5,6,8,17,13
100861542,0,0,0,0,0,0
100861544,0,0,1,0,0,1
100861546,0,0,0,0,0,0
100861548,75,70,104,88,52,82
100861549,3,7,6,2,1,2
100861550,0,0,0,0,0,0
100861552,0,0,0,0,0,0
100861554,0,0,0,0,0,0
100861555,0,4,2,10,3,5
100861573,0,0,0,0,0,0
100862662,0,2,1,0,1,0
100862671,554,501,551,1271,1770,1208
100862679,0,0,0,0,0,0
100862680,0,0,0,0,0,0
100862692,3,1,7,1,0,1
100862704,0,1,0,2,1,2
100862728,0,0,0,1,4,2
10087,649,659,732,579,449,439
100873065,0,0,0,0,0,0
100873165,0,1,0,2,2,1
100873740,3,0,0,0,0,0
100873741,4,4,1,0,0,3
100873745,0,0,0,0,0,0
100873746,0,0,0,0,0,0
100873747,1,7,0,0,0,0
100873748,0,0,0,0,0,0
100873749,0,0,0,0,0,0
100873750,0,1,0,0,0,0
100873753,0,0,0,0,0,0
100873754,1,0,0,0,0,0
100873755,0,0,0,0,0,0
100873756,0,0,0,0,0,0
100873757,0,0,0,0,0,0
100873758,0,0,0,0,0,0
100873759,6,6,12,0,1,5
100873760,0,0,0,0,0,0
100873761,0,0,0,0,0,0
100873762,0,1,0,0,0,0
100873763,0,0,0,0,0,0
100873764,0,0,0,0,0,0
100873765,0,1,0,0,0,0
100873766,0,0,0,0,0,0
100873767,0,3,0,0,0,0
100873768,0,0,0,0,0,0
100873769,0,0,0,0,0,0
100873770,0,0,0,0,0,0
100873771,0,0,0,0,0,0
100873772,0,0,0,0,0,0
100873773,0,0,1,0,0,0
